"currency","burnDate","inSymbol","inAmount","outSymbol","outAmount","xactnFee","inCoinPrice","outCoinPrice","xactnFeeCoinPrice","xactnType","xactnTypeDetail","xactnId","inAmountRaw","outAmountRaw","xactnFeeRaw","sender","recipient","memo","burnDateAltFormat1"
"USD","2025-10-10T23:28:04.000Z","","0","STX","425000.000","0.012968","","N/A","N/A","Send","","0x50986ecdc6be56a47110a62d287322767d2599c2fcb7de0f3bfe382298f7fca2","0","425000000000","12968","","SP1BJGDG8MSM64DMH33A0F1NB0DT40YGBPSW00NES","","10/10/2025 23:28:04"
"USD","2025-10-10T23:28:04.000Z","","0","STX","500000.000","0.500156","","N/A","N/A","Send","","0x2f4003b8d91d9a59f0d020c7777b7b976b2ef9de583fb1e7541b680540fe176e","0","500000000000","500156","","SP26E434SDGRSA9QF5D65A3WZ29Y0MXD9AMXFJYDC","","10/10/2025 23:28:04"
"USD","2025-10-10T23:28:04.000Z","STX","0.000","","0","0","N/A","","","Receive","","0x0d2fe88edf750040260ed3898c891760046e25f2be0d14bf45ecc82b4bdf2502","100","0","0","SP2672XX9H0FAR1KF5RT1K28ZTW0PHFJ2H7QJYDC","","","10/10/2025 23:28:04"
"USD","2025-10-10T23:28:04.000Z","","0","STX","2000000.000","0.003","","N/A","N/A","Send","","0x37df041c83e6a4bc94289c5831b29aaa274f8a345566b0f0d81f2794d4327da9","0","2000000000000","3000","","SP26E434SDGRSA9QF5D65A3WZ29Y0MXD9AMXFJYDC","","10/10/2025 23:28:04"
"USD","2025-10-10T23:10:07.000Z","STX","0.000","","0","0","N/A","","","Receive","","0x6db97c001d5b27de1a51d28ee81018f40df7ef5b6b0405e4fab614de770338c3","100","0","0","SP00E7W7JGS6Q80AC9SKCGPD2X65R4EYGA42000","","","10/10/2025 23:10:07"
"USD","2025-10-10T23:10:07.000Z","STX","4000000.000","","0","0","N/A","","","Receive","","0x526f785b69c54b1b5ef1b50bc8acef2317a90a6d9614e45422624482e75bf580","4000000000000","0","0","SM1Z6BP8PDKYKXTZXXSKXFEY6NQ7RAM7DAEAYR045","","","10/10/2025 23:10:07"
"USD","2025-10-10T23:10:07.000Z","STX","0.000","","0","0","N/A","","","Receive","","0xd9d6784a8fecb4e5a33dadce887293522a56425eaa146885bd1acadfa15f54fe","100","0","0","SP1B0S0JFQ2QQBP43TJHVP37G2TSSMJF81GNX0NES","","","10/10/2025 23:10:07"
"USD","2025-10-10T22:51:44.000Z","","0","STX","75000.000","0.004234","","N/A","N/A","Send","","0x41eb99d93e6b81873f8f0b2e427a1781b27dd818d09930f43b5d54ae9cb8ee1a","0","75000000000","4234","","SP1BJGDG8MSM64DMH33A0F1NB0DT40YGBPSW00NES","","10/10/2025 22:51:44"
"USD","2025-10-10T22:51:44.000Z","","0","STX","100000.000","0.003","","N/A","N/A","Send","","0xdb903bae9fdde7b45b885b728a298587071f82d450984e9c3a0d69886761c2f8","0","100000000000","3000","","SP26E434SDGRSA9QF5D65A3WZ29Y0MXD9AMXFJYDC","","10/10/2025 22:51:44"
"USD","2025-10-10T22:26:42.000Z","","0","STX","200000.000","0.003","","N/A","N/A","Send","","0x321b0ea416532358ebf86e1c279bcdb363e881c105b6e2f7ba4da62e94c146ed","0","200000000000","3000","","SP26E434SDGRSA9QF5D65A3WZ29Y0MXD9AMXFJYDC","","10/10/2025 22:26:42"
"USD","2025-10-10T20:52:26.000Z","STX","0.000","","0","0","N/A","","","Receive","","0xc4b0e5655df94965085c716a7e694ede1d26f30f5974d4b62a97cd3fa03f3096","100","0","0","SP2672XX9H0FAR1KF5RT1K28ZTW0PHFJ2H7QJYDC","","","10/10/2025 20:52:26"
"USD","2025-10-10T20:52:26.000Z","","0","STX","400000.000","0.362075","","N/A","N/A","Send","","0x35565642689cc072f80e45be6fc412624871220fa51d6eaab1cb9f40b641c2ff","0","400000000000","362075","","SP26E434SDGRSA9QF5D65A3WZ29Y0MXD9AMXFJYDC","","10/10/2025 20:52:26"
"USD","2025-10-10T20:52:26.000Z","STX","0.000","","0","0","N/A","","","Receive","","0xa0a05d081ec2898097d18535acc902ed21254adf7ac9a3b3848797b349a364f7","100","0","0","SP2672XX9H0FAR1KF5RT1K28ZTW0PHFJ2H7QJYDC","","","10/10/2025 20:52:26"
"USD","2025-10-10T20:52:26.000Z","","0","STX","500000.000","0.008334","","N/A","N/A","Send","","0x5c83a4a938191c34d37b25f3d9ec9c7078cc9ec90e9824c17683309258b39dca","0","500000000000","8334","","SP26E434SDGRSA9QF5D65A3WZ29Y0MXD9AMXFJYDC","","10/10/2025 20:52:26"
"USD","2025-10-10T20:52:26.000Z","STX","0.000","","0","0","N/A","","","Receive","","0xe9ec8b16e15596d4a479e62648fb99843ad4166d31667efaba97b46dd61667b0","100","0","0","SP2672XX9H0FAR1KF5RT1K28ZTW0PHFJ2H7QJYDC","","","10/10/2025 20:52:26"
"USD","2025-10-10T20:52:26.000Z","","0","STX","250000.000","0.003833","","N/A","N/A","Send","","0x5aaed64df4b9427683780c5a490a3bf51cab657f4192f4160a85fc2eb1b9f2d2","0","250000000000","3833","","SP26E434SDGRSA9QF5D65A3WZ29Y0MXD9AMXFJYDC","","10/10/2025 20:52:26"
"USD","2025-10-10T20:52:26.000Z","STX","0.000","","0","0","N/A","","","Receive","","0xf9e3aa2dc36ff4d05553bb7d3c760d4ea96fbd39af3391352536da2c67f5cb2f","100","0","0","SP2672XX9H0FAR1KF5RT1K28ZTW0PHFJ2H7QJYDC","","","10/10/2025 20:52:26"
"USD","2025-10-10T20:52:26.000Z","","0","STX","250000.000","0.046939","","N/A","N/A","Send","","0x74d14c9a62b575b2a293d3ff298d5d4d717ead2b8c12094414611de27829f5b0","0","250000000000","46939","","SP26E434SDGRSA9QF5D65A3WZ29Y0MXD9AMXFJYDC","","10/10/2025 20:52:26"
"USD","2025-10-10T20:52:26.000Z","STX","0.000","","0","0","N/A","","","Receive","","0xf2f4b7345ad02ffc066f0bc299d3c2e408ae90cb52a789b98faaa84bc2bbc419","100","0","0","SP00E7W7JGS6Q80AC9SKCGPD2X65R4EYGA42000","","","10/10/2025 20:52:26"
"USD","2025-10-10T20:52:26.000Z","","0","STX","200000.000","0.003","","N/A","N/A","Send","","0x9f69fbd5309ea9cc7d61f3453b99f966f3e34c2f73e9f7daba7ef1419285dbae","0","200000000000","3000","","SP26E434SDGRSA9QF5D65A3WZ29Y0MXD9AMXFJYDC","","10/10/2025 20:52:26"
"USD","2025-10-10T20:52:26.000Z","STX","1500000.000","","0","0","N/A","","","Receive","","0x4067c4c0fdeb2ae3fb4bd71d149086d38141210b35223ca1d72772ceb4760876","1500000000000","0","0","SM1Z6BP8PDKYKXTZXXSKXFEY6NQ7RAM7DAEAYR045","","","10/10/2025 20:52:26"
"USD","2025-10-01T00:39:04.000Z","STX","0.001","","0","0","N/A","","","Receive","","0xc7727cc116ade7b478f504fbc292ba46fda79807e2d470e8237bae932110e32b","1000","0","0","SP1B3YM4SGANJY10EB2E9DQZ14QQXFQE9Z7V00NES","","","10/01/2025 00:39:04"
"USD","2025-10-01T00:39:04.000Z","STX","0.000","","0","0","N/A","","","Receive","","0xdca1a1adf4fc2f882dd0113edd77742c4d9db70e6a8cb45a2d3985320341fdc3","100","0","0","SP1B0S0JFQ2QQBP43TJHVP37G2TSSMJF81GNX0NES","","","10/01/2025 00:39:04"
"USD","2025-10-01T00:39:04.000Z","STX","0.001","","0","0","N/A","","","Receive","","0x098e03186269e6e00da75a2e0ee8ff37a961fcc5f4958ddaaefbf02bd4c6a4ae","1000","0","0","SP1B3YM4SGANJY10EB2E9DQZ14QQXFQE9Z7V00NES","","","10/01/2025 00:39:04"
"USD","2025-10-01T00:39:04.000Z","","0","STX","5750000.000","0.003","","N/A","N/A","Send","","0xde3fd73207e06a1933918d383426e1fa64bc8f49c15901f897f97f55261dc924","0","5750000000000","3000","","SP1BJGDG8MSM64DMH33A0F1NB0DT40YGBPSW00NES","","10/01/2025 00:39:04"
"USD","2025-10-01T00:39:04.000Z","STX","0.001","","0","0","N/A","","","Receive","","0x7b0a37b6b11d671b655b7ceb75f3f2d02de28d9831fd49f2c1674616bda34edf","1000","0","0","SP1B3YM4SGANJY10EB2E9DQZ14QQXFQE9Z7V00NES","","","10/01/2025 00:39:04"
"USD","2025-10-01T00:39:04.000Z","STX","0.001","","0","0","N/A","","","Receive","","0xbbb9a4f309148aad25a5259ee7d2361ce7a92a78aef0db2593d1871501394daa","1000","0","0","SP1B3YM4SGANJY10EB2E9DQZ14QQXFQE9Z7V00NES","","","10/01/2025 00:39:04"
"USD","2025-10-01T00:39:04.000Z","","0","STX","5.000","0.003","","N/A","N/A","Send","","0xd54c8befb07089f3d1512245d665a30e1158fb2a2970c735edcde9ce2ce15e14","0","5000000","3000","","SP1BJGDG8MSM64DMH33A0F1NB0DT40YGBPSW00NES","","10/01/2025 00:39:04"
"USD","2025-09-30T06:30:21.000Z","STX","0.001","","0","0","N/A","","","Receive","","0x9c9c35d42363d9b5083afc6be8ed9f38bda907d5cfc57c9131cff73d0aaa6878","1000","0","0","SP00E7W7JGS6Q80AC9SKCGPD2X65R4EYGA42000","","","09/30/2025 06:30:21"
"USD","2025-09-30T06:22:12.000Z","STX","6000000.000","","0","0","N/A","","","Receive","","0xaa3ddd6103659fdf2dd0641e4d3a8eeb087d24dd3537cf5848c6cc81c0b7a9af","6000000000000","0","0","SM1Z6BP8PDKYKXTZXXSKXFEY6NQ7RAM7DAEAYR045","","","09/30/2025 06:22:12"
"USD","2025-09-19T16:34:20.000Z","","0","sbtc-token","499999990","0.003","","N/A","N/A","Send","transfer","0xa7af8a74479dac6d310e01fd044b2ac14553c8d9d7eca7d9d1a4592d61f91abf","0","499999990","3000","","SP324M6GVBJV21KHY26XCKV6VTQQRG1TW866073KY","","09/19/2025 16:34:20"
"USD","2025-09-19T16:09:38.000Z","sbtc-token","1000","","0","0","N/A","","","Receive","transfer","0x3276f8e6b142892f9e151af93c1608ea46cb5e71392ca1233bd15a0cc905b363","1000","0","0","SP324M6GVBJV21KHY26XCKV6VTQQRG1TW866073KY","","","09/19/2025 16:09:38"
"USD","2025-09-19T15:27:03.000Z","STX","0.001","","0","0","N/A","","","Receive","","0x4873a3b4f656bba56a871f7f7b30b811c75919f8cdd1ef8630c0a4eb21ac5d78","1000","0","0","SP32BR0B9VQ1TXW2NSSXZVSB0FARMP4QCJ6N073KY","","","09/19/2025 15:27:03"
