"currency","burnDate","inSymbol","inAmount","outSymbol","outAmount","xactnFee","inCoinPrice","outCoinPrice","xactnFeeCoinPrice","xactnType","xactnTypeDetail","xactnId","inAmountRaw","outAmountRaw","xactnFeeRaw","sender","recipient","memo","burnDateAltFormat1"
"USD","2025-07-08T15:14:55.000Z","lp-token","14034938244","","0","0.003","N/A","","N/A","Receive","claim-rewards","0x3cfd0501cc8a24f34a0834321d9a9ded52a85a252a3ad9f1634cacbfa143c29b","14034938244","0","3000","SP6XCN5EE7KHWP4V7JP9K9RZYHK1J7S8M7NXWB5K.lp-incentives-v2","","","07/08/2025 15:14:55"
"USD","2025-07-08T15:14:55.000Z","lp-token","2401120282","","0","0.003","N/A","","N/A","Receive","claim-rewards","0x0142c9ecb0f3a257e0034a76b835261fb3f656e06a66b0d7cb54aeb6bede8d48","2401120282","0","3000","SP1D1RBYJ97VA3XYJ2Y19E06CX2AKGB4QX12ETBAC.lp-incentives-v2","","","07/08/2025 15:14:55"
"USD","2025-07-08T15:14:55.000Z","lp-token","61366","","0","0.003","N/A","","N/A","Receive","claim-rewards","0x225e44bf83bd3fcadc5f87834d849910cf974009cd0456007ba4a6b239a81f25","61366","0","3000","SP23MK2Z02H0D6H1SVFHFYGA45AQDW9HK9XZZXNSY.lp-incentives-v2","","","07/08/2025 15:14:55"
"USD","2025-07-08T15:14:55.000Z","zaeusdc","1300000000000","aeUSDC","1300000000000","0.003","N/A","N/A","N/A","Trade Coin","supply","0x0d985d3caa9fa2de5cee7ccd294c8cba3223d1ac90887b3af66d641d94ffa862","1300000000000","1300000000000","3000","","SP2VCQJGH7PHP2DJK7Z0V48AGBHQAW3R3ZW1QF4N.pool-vault","","07/08/2025 15:14:55"
"USD","2025-07-08T15:14:55.000Z","aeUSDC","100000008","STX","0.000","0.00358","N/A","N/A","N/A","Trade Coin","withdraw","0xcc5eb71b727da453b262abfb1a5ce075ec1298092b44b3f84e58f7fca5465751","100000008","2","3580","SP2VCQJGH7PHP2DJK7Z0V48AGBHQAW3R3ZW1QF4N.pool-vault","SP3CRXBDXQ2N5P7E25Q39MEX1HSMRDSEAP3CFK2Z3","","07/08/2025 15:14:55"
"USD","2025-07-08T15:14:55.000Z","zaeusdc","8","zaeusdc","100000008","0","N/A","N/A","","Trade Coin","withdraw","0xcc5eb71b727da453b262abfb1a5ce075ec1298092b44b3f84e58f7fca5465751","8","100000008","0","","","","07/08/2025 15:14:55"
"USD","2025-07-08T15:14:55.000Z","zaeusdc","100000000","aeUSDC","100000000","0.003","N/A","N/A","N/A","Trade Coin","supply","0x54437ee496b875ffbdc263cfaf758a083a3f0fcc75055769574f60cf7dfb41ea","100000000","100000000","3000","","SP2VCQJGH7PHP2DJK7Z0V48AGBHQAW3R3ZW1QF4N.pool-vault","","07/08/2025 15:14:55"
"USD","2025-06-30T18:10:56.000Z","sbtc-token","5997","","0","0","N/A","","","Receive","distribute-rewards","0x1d4d149b688c0b4aea6b27dab89bc8ac28093fa0eec39a4ddce05759c335289f","5997","0","0","SP804CDG3KBN9M6E00AD744K8DC697G7HBCG520Q.sbtc-yield-rewards-v3","","","06/30/2025 18:10:56"
"USD","2025-06-24T17:17:33.000Z","lp-token","995650334120","aeUSDC","1000000000000","0.003","N/A","N/A","N/A","Trade Coin","deposit","0xefa1604ed50dfe1c04f20a3290e731046a19829e771051ad3c5e43be0e394798","995650334120","1000000000000","3000","","SP35E2BBMDT2Y1HB0NTK139YBGYV3PAPK3WA8BRNA.state-v1","","06/24/2025 17:17:33"
"USD","2025-06-18T16:08:28.000Z","lp-token","1393911732824","aeUSDC","1400000000000","0.003","N/A","N/A","N/A","Trade Coin","deposit","0x7711cc205a47eac936309b14456e53068bba6fd699f02165bf81461d9768e2a3","1393911732824","1400000000000","3000","","SP35E2BBMDT2Y1HB0NTK139YBGYV3PAPK3WA8BRNA.state-v1","","06/18/2025 16:08:28"
"USD","2025-06-14T01:10:35.000Z","sbtc-token","4493039","","0","0","N/A","","","Receive","distribute-rewards","0x2a395e179df3bea5a424504ac2e4ad33fbe7ec7625dfe6958e0387c66ba43be7","4493039","0","0","SP804CDG3KBN9M6E00AD744K8DC697G7HBCG520Q.sbtc-yield-rewards-v3","","","06/14/2025 01:10:35"
"USD","2025-06-09T18:39:21.000Z","lp-token","2389566920118","aeUSDC","2400000000000","0.003","N/A","N/A","N/A","Trade Coin","deposit","0x6083865389f7a14eff0b458ed972ad065c0491b335e3f8a8dbfad26b4e8dc853","2389566920118","2400000000000","3000","","SP35E2BBMDT2Y1HB0NTK139YBGYV3PAPK3WA8BRNA.state-v1","","06/09/2025 18:39:21"
"USD","2025-06-03T15:40:53.000Z","","0","sbtc-token","9999007837","0.003","","N/A","N/A","Send","transfer","0xdac1b6fef89b2d9078e487373db16b7244dfeee461ac1bc9f8f55e06a0fcdce1","0","9999007837","3000","","SP3EAB6NKWV1QQ449W9N2CPQEPZVPS13N6VAWKP6T","","06/03/2025 15:40:53"
"USD","2025-06-03T15:40:53.000Z","sbtc-token","10000","","0","0","N/A","","","Receive","transfer","0x5f1b910b499a5212646b34d2e39ca7ae32084907ffb60d2d5e936dfdc3b6fc29","10000","0","0","SP3EAB6NKWV1QQ449W9N2CPQEPZVPS13N6VAWKP6T","","","06/03/2025 15:40:53"
"USD","2025-06-03T15:40:53.000Z","","0","STX","3.000","0.0004","","N/A","N/A","Send","","0xfa22be06f8a77b75ecb87dcf54154e24c249be9da482053b0cccf90207a49cc8","0","3000000","400","","SP3EAB6NKWV1QQ449W9N2CPQEPZVPS13N6VAWKP6T","","06/03/2025 15:40:53"
"USD","2025-06-03T15:40:53.000Z","","0","sbtc-token","10000","0.003","","N/A","N/A","Send","transfer","0x35d216a3710953c6c2207a235c74303d81a4ae293737c44f2629a99414cc77b7","0","10000","3000","","SP3EAB6NKWV1QQ449W9N2CPQEPZVPS13N6VAWKP6T","","06/03/2025 15:40:53"
"USD","2025-06-02T19:38:37.000Z","lp-token","2962082524208","aeUSDC","2975000000000","0.003","N/A","N/A","N/A","Trade Coin","deposit","0x1bae0197704252e59016a07f4dc0a2f4284953d1ccd2fe0d22932e8c7042659f","2962082524208","2975000000000","3000","","SP35E2BBMDT2Y1HB0NTK139YBGYV3PAPK3WA8BRNA.state-v1","","06/02/2025 19:38:37"
"USD","2025-06-02T19:22:06.000Z","lp-token","99565804","aeUSDC","100000000","0.003","N/A","N/A","N/A","Trade Coin","deposit","0xc3d9ec96ba5d5c9d25d0049e9f5eaf20a310bf4308d85f4fdb3776f7cdf29f0d","99565804","100000000","3000","","SP35E2BBMDT2Y1HB0NTK139YBGYV3PAPK3WA8BRNA.state-v1","","06/02/2025 19:22:06"
"USD","2025-05-31T12:03:47.000Z","sbtcdao","80000000000","","0","0","N/A","","","Receive","sbtcdao-rewards","0x89c2d0c5c0cef726755f6a48376fa99b8788bcd3d554d7d808e9005f45d80d05","80000000000","0","0","SP1MR5NKZPJX9CGYPH6YKBHAKK3JM581F1A35JXP6","","","05/31/2025 12:03:47"
"USD","2025-05-22T21:30:06.000Z","aeUSDC","14998999000000","","0","0.003","N/A","","N/A","Receive","unlock","0xffad7c49fcc4dcd0d9692e24b51a5fa9caf288e9de03f1e069bdfbfe72933c26","14998999000000","0","3000","","","","05/22/2025 21:30:06"
"USD","2025-05-22T21:20:55.000Z","aeUSDC","999000000","","0","0.003","N/A","","N/A","Receive","unlock","0x8831171a1f5a5633236cc9fc2d48f51a0bc3701ac65b45615e96ff6d7c72d191","999000000","0","3000","","","","05/22/2025 21:20:55"
"USD","2025-05-22T20:46:39.000Z","","0","aeUSDC","1000000","0.003","","N/A","N/A","Send","transfer","0xa97c0ae3ec558401ba3b8bfd1177dece3a54ce5b691258e768675ca6925a3c62","0","1000000","3000","","SP3DCGG1DY50PR915ZBCNM521P74YTTW7CNHQ0XDG","","05/22/2025 20:46:39"
"USD","2025-05-22T18:12:45.000Z","","0","","0","0.003","","","N/A","XFee Only","enroll","0x1f9bca626109527214a5283ed5d26f0a5579588a03078f80f9156430a3cf7aa6","0","0","3000","","","","05/22/2025 18:12:45"
"USD","2025-05-22T16:49:54.000Z","sbtc-token","9997999439","","0","0","N/A","","","Receive","complete-deposit-wrapper","0x02d7eb6efb74e74a9d14ffc8b05145232ddafdb9533e204c279890be474cd8a9","9997999439","0","0","","","","05/22/2025 16:49:54"
"USD","2025-05-22T16:29:13.000Z","sbtc-token","999438","","0","0","N/A","","","Receive","complete-deposit-wrapper","0xe0b454343dec409bf7c23c39f82cdd47272d6dcb4b69954a5b2db53d0cffcbb1","999438","0","0","","","","05/22/2025 16:29:13"
"USD","2025-05-21T17:03:21.000Z","STX","10.707","STX","0.011","0.003","N/A","N/A","N/A","Trade Coin","swap-helper-b","0xc6ea1a42c6e1e4786883f8a098385e6d6320798f03de86b8f0d2b4cb7fb22946","10707158","10707","3000","SM1793C4R5PZ4NS4VQ4WMP7SKKYVH8JZEWSZ9HCCR.xyk-pool-stx-aeusdc-v-1-2","SP31C60QVZKZ9CMMZX73TQ3F3ZZNS89YX2DCCFT8P","","05/21/2025 17:03:21"
"USD","2025-05-21T17:03:21.000Z","sbtc-token","8960","STX","10.696","0","N/A","N/A","","Trade Coin","swap-helper-b","0xc6ea1a42c6e1e4786883f8a098385e6d6320798f03de86b8f0d2b4cb7fb22946","8960","10696451","0","SM1793C4R5PZ4NS4VQ4WMP7SKKYVH8JZEWSZ9HCCR.xyk-pool-sbtc-stx-v-1-1","SM1793C4R5PZ4NS4VQ4WMP7SKKYVH8JZEWSZ9HCCR.xyk-pool-sbtc-stx-v-1-1","","05/21/2025 17:03:21"
"USD","2025-05-21T17:03:21.000Z","","0","aeUSDC","9990","0","","N/A","","Send","swap-helper-b","0xc6ea1a42c6e1e4786883f8a098385e6d6320798f03de86b8f0d2b4cb7fb22946","0","9990","0","","SP31C60QVZKZ9CMMZX73TQ3F3ZZNS89YX2DCCFT8P","","05/21/2025 17:03:21"
"USD","2025-05-21T17:03:21.000Z","","0","aeUSDC","9980010","0","","N/A","","Send","swap-helper-b","0xc6ea1a42c6e1e4786883f8a098385e6d6320798f03de86b8f0d2b4cb7fb22946","0","9980010","0","","SM1793C4R5PZ4NS4VQ4WMP7SKKYVH8JZEWSZ9HCCR.xyk-pool-stx-aeusdc-v-1-2","","05/21/2025 17:03:21"
"USD","2025-05-21T17:03:21.000Z","","0","aeUSDC","10000","0","","N/A","","Send","swap-helper-b","0xc6ea1a42c6e1e4786883f8a098385e6d6320798f03de86b8f0d2b4cb7fb22946","0","10000","0","","SP3MCM8K9KEJMFM6MN191JVN5CA51MDS7AM3SGYQ6","","05/21/2025 17:03:21"
"USD","2025-05-21T17:03:21.000Z","aeUSDC","5000000","lp-token","4978633","0.003","N/A","N/A","N/A","Trade Coin","withdraw","0x322ae3a51376a2fca3f57fc2af904c6dfb02080bbef5b9e964b2f6312c1cba88","5000000","4978633","3000","SP35E2BBMDT2Y1HB0NTK139YBGYV3PAPK3WA8BRNA.state-v1","","","05/21/2025 17:03:21"
"USD","2025-05-21T17:03:21.000Z","lp-token","9957264","aeUSDC","10000000","0.003","N/A","N/A","N/A","Trade Coin","deposit","0xb51e8e013d5baab15a0b7bbe793151b6be023430fcc7b634fcc04c8a97f16d8c","9957264","10000000","3000","","SP35E2BBMDT2Y1HB0NTK139YBGYV3PAPK3WA8BRNA.state-v1","","05/21/2025 17:03:21"
"USD","2025-05-21T17:03:21.000Z","aeUSDC","5000000","lp-token","4978633","0.003","N/A","N/A","N/A","Trade Coin","withdraw","0x5596abeb0b6540b4fc065563d646939a7dc857c8edc38e34163e0002ddc4527c","5000000","4978633","3000","SP35E2BBMDT2Y1HB0NTK139YBGYV3PAPK3WA8BRNA.state-v1","","","05/21/2025 17:03:21"
"USD","2025-05-21T16:41:08.000Z","lp-token","9957265","aeUSDC","10000000","0.003","N/A","N/A","N/A","Trade Coin","deposit","0x9a8b40879db808f30406ddaae601da38df2b6401bdcc8e55eeb75baee267a3e5","9957265","10000000","3000","","SP35E2BBMDT2Y1HB0NTK139YBGYV3PAPK3WA8BRNA.state-v1","","05/21/2025 16:41:08"
"USD","2025-05-21T14:54:51.000Z","aeUSDC","22564522","","0","0.003","N/A","","N/A","Receive","unlock","0x6dbfbe049aac6bf32fdec74621953f4eaaa898ffcd88e249cb75ac079206ec07","22564522","0","3000","","","","05/21/2025 14:54:51"
"USD","2025-05-20T21:09:57.000Z","STX","6.220","","0","0","N/A","","","Receive","finalize-peg-in-cross-on-index","0x13e6db7202338ec485fbe0c1bfae6ae50ccbfe5e39dadb9705c453fe5498867c","6220108","0","0","SP673Z4BPB4R73359K9HE55F2X91V5BJTN5SXZ5T.meta-peg-in-endpoint-v2-04","","","05/20/2025 21:09:57"
"USD","2025-05-20T17:57:52.000Z","sbtc-token","9130","","0","0","N/A","","","Receive","complete-deposit-wrapper","0xaadc3064151731b212f08625183535a55abadd6667d4b477f71c36cd726910d9","9130","0","0","","","","05/20/2025 17:57:52"
